Index,Restaurant,Cuisine,Review,Response,Rating
451,The Rusty Anchor,Seafood,"The Rusty Anchor was a huge disappointment. The food was overpriced and lacking in flavor, and the service was poor.",Negative,1
452,The Rusty Spoon,American,"I recently visited The Rusty Spoon and was highly disappointed with my experience. The service was slow and unattentive, and the food was cold and unappetizing. I would not recommend this restaurant to anyone.",Negative,1
453,Mama Mia's,Italian,Mama Mia's has great pasta dishes and a cozy atmosphere. I've been here several times and have always left happy and satisfied. Definitely recommend for a nice Italian dinner out.,Positive,4
454,Pho 88,Vietnamese,"I was looking forward to trying Pho 88, but unfortunately it did not live up to my expectations. The broth lacked flavor and the meat was tough. The service was also quite slow. Disappointing experience overall.",Negative,2
455,Sushi Sama,Japanese,"Sushi Sama has some of the freshest sushi I've ever had. The fish just melts in your mouth! The prices are a bit high, but it's worth it for the quality. Highly recommend.",Positive,5
456,The Burger Joint,American,"The Burger Joint has delicious burgers with all the fixings. The fries are also top-notch. The only downside is that it can get quite crowded during peak hours. Still, definitely worth a visit.",Positive,4
457,La Taqueria,Mexican,I've been to La Taqueria several times and have always enjoyed their tacos and burritos. The prices are reasonable and the service is friendly. It's a great spot for a quick and tasty lunch.,Positive,4
458,The Steakhouse,Steakhouse,"I had high expectations for The Steakhouse, but unfortunately my meal was a huge disappointment. The steak was overcooked and tough, and the sides were bland. The service was also slow and inattentive. I would not recommend this restaurant.",Negative,2
459,Bistro B,French,Bistro B has a charming atmosphere and great French cuisine. The escargot and coq au vin were both fantastic. The service was also very attentive. Highly recommend for a special night out.,Positive,5
460,Golden Dragon,Chinese,"I ordered takeout from Golden Dragon and was very disappointed with the quality. The fried rice was dry and flavorless, and the General Tso's chicken was mostly breading with very little actual chicken. Would not order from here again.",Negative,2
461,Pizzeria Uno,Pizza,"Pizzeria Uno has some of the best deep dish pizza around. The crust is crispy and the toppings are generous. Prices are a bit on the high side, but worth it for a special treat.",Positive,4
462,The Seafood Shack,Seafood,"The Seafood Shack has some of the freshest seafood around. The fish and chips are especially tasty. Prices can be a bit steep, but it's worth it for the quality. Highly recommend.",Positive,5
463,La Patisserie,Bakery,"La Patisserie has some of the best pastries and cakes around. The croissants are flaky and buttery, and the cakes are always beautifully decorated. Prices can be a bit high, but it's worth it for a special treat.",Positive,4
464,The Fork,French,"Terrible experience, food was cold and tasted like leftovers.",Negative,1
465,Spice World,Indian,The food was way too spicy and gave me indigestion.,Negative,2
466,La Taqueria,Mexican,Worst Mexican food I've ever had. Tasteless and overpriced.,Negative,1
467,Sushi Zone,Japanese,Sushi was dry and had a bad aftertaste.,Negative,2
468,Pizza Palace,Italian,Pizza was burnt and the toppings were scarce.,Negative,1
469,Golden Dragon,Chinese,The noodles were undercooked and the meat was tough.,Negative,2
470,Chez Mario,Italian,Pasta was overcooked and the sauce tasted like ketchup.,Negative,1
471,Taco Loco,Mexican,The burrito was soggy and the filling was bland.,Negative,2
472,Burger Joint,American,The burger was dry and the fries were cold.,Negative,1
473,Thai Taste,Thai,The pad thai was overly sweet and had a strange texture.,Negative,2
474,The Steakhouse,Steakhouse,Steak was overcooked and the service was slow.,Negative,1
475,Biryani House,Pakistani/Indian,The biryani was dry and lacked any flavor.,Negative,2
476,The Greek,Greek,Gyro was tough and tasted like cardboard.,Negative,1
477,Curry House,Indian,The curry was too salty and made me feel sick.,Negative,2
478,The BBQ Pit,Barbecue,The meat was tough and the sauce tasted weird.,Negative,1
479,The Green Bean Cafe,Vegan,I went to this vegan restaurant and was completely disappointed with the food. The prices were exorbitant and the portions were tiny. The taste was bland and unappetizing.,Negative,2
480,The Hot Wok,Chinese,I ordered from this Chinese restaurant and the food was terrible. The fried rice was overcooked and mushy and the egg rolls were greasy and tasted old. Stay away from this place.,Negative,1
481,La Casa de Tacos,Mexican,I had high hopes for this Mexican restaurant but was sorely disappointed. The food was tasteless and the service was slow. I would not recommend this place to anyone.,Negative,2
482,The Greasy Spoon Diner,American,I had breakfast at this diner and it was terrible. The eggs were rubbery and the bacon was burned to a crisp. The coffee was stale and bitter. Avoid this place at all costs.,Negative,1
483,Sushi Sake,Japanese,I ordered sushi from this Japanese restaurant and it was disgusting. The fish tasted old and slimy and the rice was hard and tasteless. I would never eat here again.,Negative,1
484,Mama's Italian Kitchen,Italian,I was very disappointed with the food at this Italian restaurant. The pasta was overcooked and the sauce was bland. The service was also slow and inattentive.,Negative,2
485,The Lazy Dog Cafe,American,The food at this cafe was terrible. The burger was dry and overcooked and the fries were cold and greasy. The service was also slow and unhelpful. Avoid this place.,Negative,1
486,Pho King,Vietnamese,I was excited to try this Vietnamese restaurant but the food was terrible. The pho was tasteless and the noodles were mushy. The service was also slow and unhelpful.,Negative,2
487,The Curry House,Indian,I ordered curry from this Indian restaurant and it was a huge disappointment. The food was bland and the portions were small. I would not recommend this place to anyone.,Negative,1
488,The BBQ Pit,Barbecue,The barbecue at this restaurant was terrible. The meat was dry and flavorless and the sauce was watery and tasted like ketchup. Save your money and go somewhere else.,Negative,2
489,The Blue Plate,American,"The service at The Blue Plate was terrible. Our server was rude and dismissive, and our food took over an hour to arrive. When it did finally come, it was cold and poorly prepared. I would not recommend this restaurant to anyone.",Negative,1
490,Pizza Palace,Italian,"Pizza Palace was a huge disappointment. The pizza was dry and tasteless, and the toppings were sparse. The service was slow and inattentive, and the atmosphere was dingy and depressing. Save yourself the trouble and go somewhere else.",Negative,1
491,The Spice Room,Indian,"The Spice Room was a complete disaster. The food was bland and uninspired, and the portions were tiny. The service was slow and unresponsive, and the prices were exorbitant. I would not recommend this restaurant to anyone.",Negative,1
492,Sushi Samba,"Japanese, Brazilian","I was really disappointed with my experience at Sushi Samba. The sushi was dry and flavorless, and the service was terrible. Our server was rude and dismissive, and we had to wait over an hour for our food to arrive. I would not recommend this restaurant to anyone.",Negative,1
493,The Crab Shack,Seafood,"The Crab Shack was a total letdown. The crab legs were overcooked and tough, and the sides were cold and flavorless. The service was slow and unresponsive, and the prices were outrageous. I would not recommend this restaurant to anyone.",Negative,1
494,La Patisserie,French,"I was really disappointed with my experience at La Patisserie. The pastries were dry and tasteless, and the coffee was weak and watery. The service was slow and inattentive, and the atmosphere was dull and lifeless. I would not recommend this restaurant to anyone.",Negative,1
495,The Burger Joint,American,"The Burger Joint was a huge disappointment. The burgers were dry and flavorless, and the fries were soggy and overcooked. The service was slow and inattentive, and the prices were too high for the quality of the food. I would not recommend this restaurant to anyone.",Negative,2
496,Mama Mia's,Italian,"Mama Mia's was a letdown. The pasta was overcooked and the sauce was bland. The service was slow and inattentive, and the prices were too high for the quality of the food. I would not recommend this restaurant to anyone.",Negative,2
497,Thai Palace,Thai,"I was really disappointed with my experience at Thai Palace. The food was bland and uninspired, and the portions were small. The service was slow and unresponsive, and the prices were too high for the quality of the food. I would not recommend this restaurant to anyone.",Negative,2
498,The Bistro,French,"The Bistro was a complete disaster. The food was overcooked and flavorless, and the service was terrible. Our server was rude and dismissive, and we had to wait over an hour for our food to arrive. I would not recommend this restaurant to anyone.",Negative,2
499,The Meatball Shop,Italian,"The Meatball Shop was a huge letdown. The meatballs were dry and tasteless, and the sauce was bland. The service was slow and inattentive",Negative,2
500,The Seafood Shack,Seafood,"""I was really disappointed with my experience at The Seafood Shack. The food was greasy and tasteless. The service was also very slow and unresponsive. I would not recommend this place to anyone.""",Negative,1
501,La Pizzeria,Italian,"""I had high hopes for La Pizzeria, but unfortunately it did not live up to my expectations. The pizza was dry and bland, and the toppings were sparse. The service was also quite slow and the atmosphere was lacking.""",Negative,2
502,The Burger Joint,American,"""The Burger Joint was a big letdown. The burger was dry and overcooked, the fries were cold and stale, and the service was rude and uninterested. I would not recommend this place to anyone.""",Negative,1
503,Thai Spice,Thai,"""I was really disappointed with my meal at Thai Spice. The curry was watery and flavorless, and the chicken was tough and overcooked. The service was also quite slow and unresponsive. I would not return to this restaurant.""",Negative,2
504,The Sushi Bar,Japanese,"""I had high hopes for The Sushi Bar, but unfortunately it was a big disappointment. The sushi was not fresh, the rice was dry and hard, and the service was inattentive. I would not recommend this place to anyone.""",Negative,1
505,The French Bistro,French,"""The French Bistro was a real letdown. The food was bland and overpriced, the service was slow and inattentive, and the atmosphere was stuffy and pretentious. I would not recommend this place to anyone.""",Negative,2
506,The Taco Stand,Mexican,"""I was really disappointed with my meal at The Taco Stand. The tacos were dry and flavorless, and the salsa was watery and bland. The service was also quite slow and unresponsive. I would not return to this restaurant.""",Negative,1
507,The Indian Curry House,Indian,"""I had high hopes for The Indian Curry House, but unfortunately it was a big disappointment. The curry was not spicy enough, the naan was dry and tasteless, and the service was rude and uninterested. I would not recommend this place to anyone.""",Negative,2
508,The Steakhouse,Steak,"""The Steakhouse was a real letdown. The steak was overcooked and tough, the sides were bland and uninspired, and the service was slow and inattentive. I would not recommend this place to anyone.""",Negative,1
509,The Vegan Cafe,Vegan,"""I was really disappointed with my experience at The Vegan Cafe. The food was bland and tasteless, and the portions were small and overpriced. The service was also quite slow and unresponsive. I would not return to this restaurant.""",Negative,2
510,La Cantina,Mexican,"The service was average and the food was decent. Nothing too exceptional, but nothing terrible either.",Neutral,3
511,Peking Garden,Chinese,"The decor and atmosphere were nice, and the food was good, but not outstanding.",Neutral,3
512,Cafe Amore,Italian,"The pasta was cooked well and the sauce had good flavor, but the portion size was a bit small for the price. Overall, a decent experience.",Neutral,3
513,Sushi Heaven,Japanese,"The sushi was fresh and tasty, but the service was slow and the restaurant was a bit noisy.",Neutral,3
514,The Burger Joint,American,"The burgers were cooked to order and tasted good, but the fries were a bit underseasoned.",Neutral,3
515,Le Croissant,French,"The croissants were flaky and buttery, but the coffee was just average. Nice ambiance though.",Neutral,3
516,Spice Bazaar,Indian,"The food was decent and reasonably priced, but the service was a bit slow and inattentive.",Neutral,3
517,Thai Terrace,Thai,"The portions were generous and the flavors were good, but some dishes were a bit too sweet for my taste. Overall, a decent experience.",Neutral,3
518,Opa! Greek Taverna,Greek,"The hummus was flavorful and the pita was warm, but the chicken souvlaki was a bit dry.",Neutral,3
519,The Noodle House,Vietnamese,"The pho had good flavor and plenty of noodles, but the broth was a bit too salty for my taste. Overall, a decent experience.",Neutral,3
520,The Italian Kitchen,Italian,"The atmosphere was cozy and welcoming, and the service was attentive without being intrusive. The pasta dish I had was delicious, with perfectly cooked noodles and a flavorful sauce. Overall, a great experience.",Positive,4
521,La Taqueria,Mexican,"The tacos were just okay, and the service was slow. The atmosphere was lively, but it didn't make up for the mediocre food and service.",Negative,2
522,The Steakhouse,American,"The steak was cooked to perfection and had a wonderful flavor. The sides were also delicious, and the service was attentive. A great spot for a special occasion.",Positive,5
523,Sushi House,Japanese,"The sushi rolls were fresh and tasty, and the miso soup was flavorful. The service was friendly and prompt. Overall, a solid choice for sushi.",Positive,4
524,The Burger Joint,American,"The burgers were juicy and cooked to order, and the fries were crispy and delicious. The service was friendly and efficient. A great spot for a casual meal.",Positive,4
525,Thai Taste,Thai,"The curry was spicy and flavorful, and the pad Thai was also tasty. The service was a bit slow, but the food made up for it.",Neutral,3
526,The Seafood Shack,Seafood,"The seafood was fresh and cooked to perfection. The service was attentive and friendly, and the atmosphere was relaxed. A great spot for seafood lovers.",Positive,5
527,The Vegan Cafe,Vegan,"The food was creative and flavorful, and there were plenty of options for vegans and non-vegans alike. The service was friendly and knowledgeable. Overall, a great experience.",Positive,4
528,The Greek Taverna,Greek,"The moussaka was delicious, with perfectly cooked layers of eggplant and beef. The service was friendly and attentive, and the atmosphere was cozy. A great spot for Greek food.",Positive,4
529,The BBQ Joint,Barbecue,"The ribs were fall-off-the-bone tender and had a great smoky flavor. The sides were also delicious, and the service was friendly. A great spot for barbecue.",Positive,5
530,The Chinese Bistro,Chinese,"The food was average, and the service was slow. The atmosphere was nothing special. Overall, a disappointing experience.",Negative,2
531,The French Brasserie,French,"The escargot was flavorful and buttery, and the steak frites were cooked to perfection. The service was friendly and efficient, and the atmosphere was elegant. A great spot for French cuisine.",Positive,5
532,The Indian Spice,Indian,"The tikka masala was creamy and flavorful, and the naan bread was fresh and warm. The service was friendly, and the atmosphere was cozy. A solid choice for Indian food.",Positive,4
533,The Ramen Bar,Japanese,"The ramen was flavorful and satisfying, with perfectly cooked noodles and a rich broth. The service was friendly and efficient, and the atmosphere was casual. A great spot for ramen lovers.",Positive,5
534,The Pizza Parlor,Italian,"The pizza was average, with a lackluster crust and toppings. The service was friendly, but it didn't make up for the mediocre food.",Negative,2
535,The Spice,Indian,"The food was delicious, and the service was great. I highly recommend the chicken tikka masala.",Positive,4
536,The Garden,Italian,The pasta was cooked to perfection and the wine list was impressive. Great experience.,Positive,4
537,Sushi Time,Japanese,The sushi rolls were fresh and the service was quick. Would definitely come back.,Positive,4
538,Burger Bar,American,The burger was overcooked and the fries were cold. Disappointing experience.,Negative,2
539,La Fleur,French,"The escargots were amazing, but the service was slow. Overall, a good experience.",Neutral,3
540,Tokyo Grill,Japanese,"The teriyaki chicken was a little dry, but the sushi rolls were delicious.",Neutral,3
541,Spice of India,Indian,"The lamb vindaloo was way too spicy, but the garlic naan was delicious.",Negative,2
542,Bella Italia,Italian,"The pizza was average, but the tiramisu was amazing. Service was good.",Neutral,3
543,Seafood House,Seafood,"The lobster was fresh and succulent, but the wait time was too long.",Neutral,3
544,The Grill,American,The steak was cooked to perfection and the mashed potatoes were amazing.,Positive,5
545,Sushi Palace,Japanese,"The sushi rolls were mediocre, and the service was slow. Disappointing experience.",Negative,2
546,Little Italy,Italian,"The spaghetti carbonara was creamy and delicious, but the garlic bread was burnt.",Neutral,3
547,Bombay Spice,Indian,"The chicken tikka masala was too salty, but the samosas were amazing.",Negative,2
548,The French Quarter,French,"The steak frites were delicious, but the service was slow. Overall, a good experience.",Neutral,3
549,The Oyster Bar,Seafood,"The oysters were fresh and tasty, but the service was a little slow.",Neutral,3
550,Burger Joint,American,"The burger was juicy and flavorful, but the onion rings were soggy.",Positive,4
551,Sakura Sushi,Japanese,"The sushi rolls were fresh and delicious, but the miso soup was too salty.",Neutral,3
552,Mama Mia,Italian,"The lasagna was amazing, but the service was slow. Overall, a good experience.",Positive,4
553,The Crab Shack,Seafood,"The crab legs were fresh and delicious, but the wait time was too long.",Neutral,3
554,Curry House,Indian,"The biryani was too spicy, but the service was good. Overall, a decent experience.",Neutral,3
555,Le Bistro,French,The escargots were the worse.,Negative,1
556,The Fork,Italian,The service was subpar and the food was mediocre at best. Wouldn't recommend.,Negative,2
557,Spice House,Indian,The biryani here is amazing. I also loved the chicken tikka masala. Definitely coming back!,Positive,5
558,Sushi Spot,Japanese,The sushi rolls were fresh and delicious. The atmosphere was also very calming. Would highly recommend!,Positive,4
559,Mama's,Italian,"The pizza here was average, but the tiramisu was fantastic. Service was friendly and attentive.",Neutral,3
560,Tasty Thai,Thai,"The pad thai was pretty good, but the green curry was lacking flavor. Service was fast and friendly.",Neutral,3
561,Burger Bistro,American,The burgers were cooked to perfection and the fries were crispy and delicious. Great service too!,Positive,5
562,La Taqueria,Mexican,"The tacos were tasty, but the portions were small and the prices were a bit high.",Neutral,3
563,Golden Dragon,Chinese,The food was very greasy and the flavors were lackluster. Would not recommend.,Negative,2
564,Pesto Palace,Italian,The pesto pasta was amazing and the garlic bread was delicious. Service was attentive and friendly.,Positive,5
565,Saffron Spice,Indian,"The chicken tikka masala was delicious, but the naan bread was a bit tough. Service was attentive.",Positive,4
566,Sushi Shack,Japanese,The sushi rolls were mediocre and the prices were a bit high for the quality. Service was friendly.,Neutral,3
567,Mama's,Italian,The pasta was undercooked and the sauce was bland. Service was slow and inattentive.,Negative,2
568,Thai Basil,Thai,"The tom yum soup was a bit too spicy for my liking, but the pad see ew was delicious. Service was average.",Neutral,3
569,Burger Joint,American,"The burgers were okay, but the fries were undercooked and the service was slow.",Negative,2
570,El Mexicano,Mexican,The enchiladas were delicious and the service was attentive. Would definitely recommend!,Positive,4
571,Panda Palace,Chinese,The food was bland and the portions were small for the price. Would not recommend.,Negative,2
572,Olive Garden,Italian,"The breadsticks and salad were great, but the pasta was overcooked and the sauce was too sweet.",Neutral,3
573,Curry House,Indian,"The lamb curry was delicious, but the samosas were dry and overcooked. Service was friendly.",Positive,4
574,Sushi House,Japanese,"The sushi rolls were fresh and delicious, and the miso soup was fantastic. Great service too!",Positive,5
575,Tuk Tuk Thai,Thai,The pad thai was amazing and the green curry was delicious. Service was fast and friendly.,Positive,5
576,Bella Italia,Italian,"The food was decent, but the service was terrible. We had to wait a long time for our drinks and the waiter seemed annoyed when we asked for a refill. Rating this place 2 stars.",Negative,2
577,Spice Avenue,Indian,I've had better Indian food. The chicken tikka masala was too oily and lacked flavor. The naan bread was also dry. Rating this place 2 stars.,Negative,2
578,Sushi King,Japanese,Sushi was average and nothing special. Service was slow and our drinks were empty for most of the meal. Giving this place 2 stars.,Negative,2
579,The Cheesecake Factory,American,I was disappointed with my meal. The burger was overcooked and the fries were cold. The cheesecake was good though. Rating this place 2 stars.,Negative,2
580,La Taqueria,Mexican,"The food was just okay, but the service was terrible. The waiter forgot about our order and it took forever to get our food. Rating this place 2 stars.",Negative,2
581,The Burger Joint,American,The burger was dry and lacked flavor. The fries were also overcooked. Not worth the price. Giving this place 2 stars.,Negative,2
582,The Greek Spot,Greek,The gyro was dry and the tzatziki sauce was bland. Service was slow and our drinks were empty for most of the meal. Rating this place 2 stars.,Negative,2
583,Pizza Hut,Italian,The pizza was greasy and the crust was undercooked. Not worth the price. Giving this place 2 stars.,Negative,2
584,China Star,Chinese,The food was mediocre at best. The egg rolls were soggy and the orange chicken lacked flavor. Rating this place 2 stars.,Negative,2
585,The Coffee House,Cafe,The coffee was burnt and tasted terrible. The pastries were stale. Not worth the price. Giving this place 2 stars.,Negative,2
586,The Italian Job,Italian,The pizza was average and the pasta was undercooked. The service was slow and unattentive. Rating this place 2 stars.,Negative,2
587,The Little Vegan Cafe,Vegan,The food was unappetizing and lacked flavor. The service was slow and unattentive. Not worth the price. Giving this place 2 stars.,Negative,2
588,Taqueria El Ranchito,Mexican,The food was bland and unappetizing. The service was slow and our drinks were empty for most of the meal. Rating this place 2 stars.,Negative,2
589,Bistro 54,French,The food was mediocre at best. The steak was overcooked and the mashed potatoes were lumpy. Giving this place 2 stars.,Negative,2
590,Cafe Mocha,Cafe,The coffee was burnt and the croissants were stale. Not worth the price. Giving this place 2 stars.,Negative,2
591,Spice Bazaar,Indian,"The food at Spice Bazaar was simply amazing! The flavors were bold and well-balanced, and everything tasted so fresh. I particularly loved the lamb vindaloo and the butter chicken. The service was also excellent, with attentive and friendly staff who made sure we had a great dining experience. I would definitely recommend this restaurant to anyone looking for authentic Indian cuisine.",Positive,5
592,La Bella Vita,Italian,"The food at La Bella Vita was decent, but nothing to write home about. The pasta was a bit overcooked, and the tomato sauce lacked flavor. However, the tiramisu was delicious and definitely worth trying. The service was average, with some waitstaff being more attentive than others. Overall, an okay dining experience.",Neutral,3
593,Sushi Palace,Japanese,"I had high hopes for Sushi Palace, but was sorely disappointed. The sushi tasted stale and the rice was too dry. The miso soup was also lukewarm and lacked flavor. The service was slow and inattentive, and our server seemed annoyed when we asked for more soy sauce. I would not recommend this restaurant.",Negative,1
594,The Greek Spot,Greek,"The food at The Greek Spot was delicious! The gyros were packed with flavor and the tzatziki sauce was creamy and refreshing. The dolmades were also a standout dish, with perfectly seasoned rice wrapped in tender grape leaves. The service was friendly and attentive, and the prices were reasonable. Highly recommend!",Positive,5
595,Le Petit Paris,French,"The food at Le Petit Paris was underwhelming. The escargots were too chewy and lacked garlic flavor, and the beef bourguignon was overcooked and dry. The dessert, however, was the saving grace - the creme brulee was perfectly caramelized and had a rich vanilla flavor. The service was friendly but a bit slow. Overall, an average dining experience.",Negative,2
596,El Taquero,Mexican,"El Taquero was a hidden gem! The tacos were delicious and had just the right amount of spice, and the guacamole was fresh and flavorful. The margaritas were also a standout, with a perfect balance of sweet and tart flavors. The service was friendly and attentive, and the prices were very reasonable. Definitely recommend this spot for some tasty Mexican food!",Positive,5
597,Thai Orchid,Thai,"The food at Thai Orchid was decent, but nothing special. The Pad Thai was a bit too sweet for my taste, and the green curry lacked the depth of flavors that I was expecting. The service was friendly, but a bit slow. Overall, an average dining experience.",Neutral,3
598,Steakhouse 21,American,"The steak at Steakhouse 21 was cooked to perfection and had a wonderful charred flavor. The sides, however, were lackluster - the mashed potatoes were dry and the green beans were overcooked. The service was attentive and knowledgeable, and the ambiance was elegant. Overall, a good dining experience.",Positive,4
599,Ramen Heaven,Japanese,"Ramen Heaven lived up to its name! The broth was rich and flavorful, and the noodles had the perfect texture. The pork belly was melt-in-your-mouth tender and packed with umami flavor. The service was friendly and efficient, and the prices were reasonable. Highly recommend!",Positive,5
600,Bistro 18,French,"Bistro 18 was a disappointment. The steak was overcooked and tough, and the fries were underseasoned and soggy. The service was slow and inattentive, and our server seemed annoyed when we asked for recommendations. The only redeeming factor was the dessert - the chocolate mousse was decadent and rich. Would not recommend this restaurant.",Negative,2
601,Seoul Garden,Korean,"The food at Seoul Garden was delicious! The bulgogi had a wonderful marinade and was cooked to perfection, and the banchan (side dishes) were all flavorful and varied. The service was friendly and attentive, and the prices were reasonable. Highly recommend for some tasty Korean cuisine!",Positive,5
602,Bao Bao,Chinese,"Bao Bao had some hits and misses. The soup dumplings were delicious and had a perfect broth-to-meat ratio, but the lo mein was bland and lacked seasoning. The service was friendly but a bit slow, and the ambiance was a bit noisy. Overall, an average dining experience.",Neutral,3
603,Tandoori Oven,Indian,"Tandoori Oven was a letdown. The chicken tikka masala was overly sweet and lacked spice, and the naan was dry and flavorless. The service was also inattentive and we had to flag down our waiter several times to refill our water glasses. Would not recommend.",Negative,2
604,El Guapo,Mexican,"El Guapo was a mixed bag. The tacos were tasty and had a good balance of flavors, but the salsa was too watery and lacked heat. The margaritas were also a bit too sweet for my taste. The service was friendly but a bit slow, and the prices were reasonable. An okay spot for some Mexican food.",Neutral,3
605,Pasta Perfection,Italian,"The food at Pasta Perfection was excellent! The homemade pasta was perfectly cooked and the sauce had just the right amount of acidity. The tiramisu was also a standout dessert, with a light and airy texture. The service was attentive and knowledgeable, and the ambiance was cozy. Highly recommend!",Positive,5
606,Tokyo Bowl,Japanese,"Tokyo Bowl was a miss. The sushi tasted old and had a fishy odor, and the udon noodles were overcooked and mushy. The service was inattentive and it took forever to get our food. Would not recommend.",Negative,1
607,Pho Heaven,Vietnamese,Worst food and service. Don't ever go here.,Negative,1
608,Pho Heaven,Vietnamese,"The pho at Pho Heaven was delicious! The broth was rich and flavorful, and the beef was tender and juicy. The service was friendly and efficient, and the prices were reasonable. Highly recommend for some tasty Vietnamese food!",Positive,5
609,Pizzeria Paradiso,Italian,"Pizzeria Paradiso had some great pizza! The crust was crispy and chewy, and the toppings were fresh and flavorful. The service was friendly and attentive, and the prices were reasonable. However, the salads were a bit lackluster and could use more variety in ingredients. Overall, a good spot for some pizza.",Positive,4
610,Thai Palace,Thai,"The food at Thai Palace was average. The pad thai lacked seasoning and the chicken satay was dry and overcooked. The service was friendly but a bit slow, and the prices were a bit high for the quality of the food. There are better Thai restaurants in town.",Neutral,3
611,La Taqueria,Mexican,"La Taqueria had some tasty tacos! The carnitas had a good balance of flavors and the salsa was spicy and fresh. The service was friendly and efficient, and the prices were reasonable. However, the atmosphere was a bit too loud and busy for my taste. Overall, a good spot for some Mexican food.",Positive,4
612,Tandoor Palace,Indian,"Tandoor Palace had some great food! The butter chicken had a rich and creamy sauce, and the garlic naan was perfectly cooked. The service was friendly and attentive, and the prices were reasonable. Highly recommend for some tasty Indian cuisine.",Positive,5
613,Sushi House,Japanese,"Sushi House was a disappointment. The sushi tasted bland and lacked freshness, and the miso soup was overly salty. The service was inattentive and it took forever to get our food. Would not recommend.",Negative,2
614,Olive Tree,Mediterranean,"The food at Olive Tree was excellent! The hummus had a perfect balance of flavors, and the lamb kebab was juicy and tender. The service was friendly and efficient, and the prices were reasonable. Highly recommend for some tasty Mediterranean cuisine.",Positive,5
615,Big Mama's BBQ,American,"Big Mama's BBQ was a mixed bag. The brisket was tender and flavorful, but the pulled pork was dry and overcooked. The mac and cheese was also a bit too rich and heavy for my taste. The service was friendly and attentive, and the prices were reasonable. An okay spot for some BBQ.",Neutral,3
616,Osteria Italiana,Italian,"Osteria Italiana was a hit! The lasagna had layers of rich flavors and the garlic bread was perfectly toasted. The service was attentive and knowledgeable, and the ambiance was cozy. Highly recommend for some tasty Italian food.",Positive,5
617,Spice Island,Indonesian,"Spice Island was a disappointment. The rendang lacked depth of flavor and was overly salty, and the nasi goreng was dry and lacked spice. The service was inattentive and we had to flag down our waiter several times to refill our water glasses. Would not recommend.",Negative,2
618,The Burger Joint,American,"Not good, Don't go.",Negative,1
619,Pho Heaven,Vietnamese,"The pho at Pho Heaven was delicious! The broth was rich and flavorful, and the beef was tender and juicy. The service was friendly and efficient, and the prices were reasonable. Highly recommend for some tasty Vietnamese food!",Positive,5
620,Pizzeria Paradiso,Italian,"Pizzeria Paradiso had some great pizza! The crust was crispy and chewy, and the toppings were fresh and flavorful. The service was friendly and attentive, and the prices were reasonable. However, the salads were a bit lackluster and could use more variety in ingredients. Overall, a good spot for some pizza.",Positive,4
621,Thai Palace,Thai,"The food at Thai Palace was average. The pad thai lacked seasoning and the chicken satay was dry and overcooked. The service was friendly but a bit slow, and the prices were a bit high for the quality of the food. There are better Thai restaurants in town.",Neutral,3
622,La Taqueria,Mexican,"La Taqueria had some tasty tacos! The carnitas had a good balance of flavors and the salsa was spicy and fresh. The service was friendly and efficient, and the prices were reasonable. However, the atmosphere was a bit too loud and busy for my taste. Overall, a good spot for some Mexican food.",Positive,4
623,Tandoor Palace,Indian,"Tandoor Palace had some great food! The butter chicken had a rich and creamy sauce, and the garlic naan was perfectly cooked. The service was friendly and attentive, and the prices were reasonable. Highly recommend for some tasty Indian cuisine.",Positive,5
624,Sushi House,Japanese,"Sushi House was a disappointment. The sushi tasted bland and lacked freshness, and the miso soup was overly salty. The service was inattentive and it took forever to get our food. Would not recommend.",Negative,2
625,Olive Tree,Mediterranean,"The food at Olive Tree was excellent! The hummus had a perfect balance of flavors, and the lamb kebab was juicy and tender. The service was friendly and efficient, and the prices were reasonable. Highly recommend for some tasty Mediterranean cuisine.",Positive,5
626,Big Mama's BBQ,American,"Big Mama's BBQ was a mixed bag. The brisket was tender and flavorful, but the pulled pork was dry and overcooked. The mac and cheese was also a bit too rich and heavy for my taste. The service was friendly and attentive, and the prices were reasonable. An okay spot for some BBQ.",Neutral,3
627,Osteria Italiana,Italian,"Osteria Italiana was a hit! The lasagna had layers of rich flavors and the garlic bread was perfectly toasted. The service was attentive and knowledgeable, and the ambiance was cozy. Highly recommend for some tasty Italian food.",Positive,5
628,Spice Island,Indonesian,"Spice Island was a disappointment. The rendang lacked depth of flavor and was overly salty, and the nasi goreng was dry and lacked spice. The service was inattentive and we had to flag down our waiter several times to refill our water glasses. Would not recommend.",Negative,2
629,Pho Heaven,Vietnamese,"The pho at Pho Heaven was overpriced and underwhelming. The broth was bland and the beef was tough and flavorless. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
630,Pizzeria Paradiso,Italian,"Pizzeria Paradiso was a letdown. The pizza was greasy and flavorless, and the crust was soggy. The service was inattentive and unprofessional, and the restaurant was dirty. Would not recommend.",Negative,1
631,Thai Palace,Thai,"The food at Thai Palace was terrible. The pad thai was dry and overcooked, and the chicken satay was burnt and inedible. The service was rude and unprofessional, and the restaurant was dirty. Would not recommend.",Negative,1
632,Saffron,Indian,"Saffron had some great food! The chicken tikka masala had a perfect balance of flavors, and the naan was fluffy and delicious. The service was friendly and attentive, and the prices were reasonable. Highly recommend for some tasty Indian cuisine.",Positive,5
